,year,title
2363,2013,Analysis of western lowland gorilla (Gorilla gorilla gorilla) specific Alu repeats
2364,2013,Transcriptome Surveillance by Selective Termination of Noncoding RNA Synthesis
2365,2013,PD5: A General Purpose Library for Primer Design Software
2366,2013,The demand for consistent web-based workflow editors
2367,2013,Distributed tools deployment and management for multiple galaxy instances in globus genomics
2368,2013,DNA secondary structures are associated with recombination in major Plasmodium falciparum variable surface antigen gene families
2369,2013,A data repository and analysis framework for spontaneous neural activity recordings in developing retina
2370,2013,Mario. A system for iterative and interactive processing of biological data
2371,2013,The Drosophila early ovarian transcriptome provides insight to the molecular causes of recombination rate variation across genomes
2372,2013,PresentaBALL — A powerful package for presentations and lessons in structural biology
2373,2013,Structuring research methods and data with the research object model: genomics workflows as a case study
2374,2013,Computational Population Biology: Linking the inner and outer worlds of organisms.
2375,2013,A Retrotransposon-Driven Dicer Isoform Directs Endogenous Small Interfering RNA Production in Mouse Oocytes
2376,2013,"Life at high salt concentrations, intracellular KCl concentrations, and acidic proteomes"
2377,2013,DDBJ progress report: a new submission system for leading to a correct annotation
2378,2013,Conservative Sex and the Benefits of Transformation in Streptococcus pneumoniae
2379,2013,Practical Guidelines for the Comprehensive Analysis of ChIP-seq Data
2380,2013,Building a genome analysis pipeline to predict disease risk and prevent disease.
2381,2013,Hox in motion: tracking HoxA cluster conformation during differentiation
2382,2013,"GeneProf data: a resource of curated, integrated and reusable high-throughput genomics experiments"
2383,2013,True lemurs…true species - species delimitation using multiple data sources in the brown lemur complex
2384,2013,Discovery of Microorganisms and Enzymes Involved in High-Solids Decomposition of Rice Straw Using Metagenomic Analyses
2385,2013,Unique Transcriptome Patterns of the White and Grey Matter Corroborate Structural and Functional Heterogeneity in the Human Frontal Lobe
2386,2013,"MILXCloud: A faster, smarter way to process Medical imaging data in the cloud"
2387,2013,STAT3 Targets Suggest Mechanisms of Aggressive Tumorigenesis in Diffuse Large B-Cell Lymphoma
2388,2013,The Ets Transcription Factor EHF as a Regulator of Cornea Epithelial Cell Identity*
2389,2013,High-Throughput Sequencing of Islet-Infiltrating Memory CD4+ T Cells Reveals a Similar Pattern of TCR Vβ Usage in Prediabetic and Diabetic NOD Mice
2390,2013,A comprehensive characterization of the nuclear microRNA repertoire of post-mitotic neurons
2391,2013,When Cloud Computing Meets Bioinformatics: a Review
2392,2013,The Mitochondrial RNA Landscape of Saccharomyces cerevisiae
2393,2013,iNGS: a prototype tool for genome interpretation and annotation
2394,2013,"Sprints, Hackathons and Codefests as community gluons in computational biology"
2395,2013,Designing scientific workflow following a structure and provenance-aware strategy. (Conception de workflows scientifiques fondée sur la structure et la provenance)
2396,2013,Identifying Genes Relevant to Specific Biological Conditions in Time Course Microarray Experiments
2397,2013,Gene-targeted metagenomic analysis of glucan-branching enzyme gene profiles among human and animal fecal microbiota
2398,2013,Structure of the CRISPR Interference Complex CSM Reveals Key Similarities with Cascade
2399,2013,"A phylogeographic, ecological and genomic analysis of the recent range expansion of the wasp spider Argiope bruennichi"
2400,2013,Transcriptome surveillance in S. cerevisiae by RNA synthesis and degradation coupling and selective termination of non-coding RNAs.
2401,2013,Comprehensive Analysis of Human Endogenous Retrovirus Group HERV-W Locus Transcription in Multiple Sclerosis Brain Lesions by High-Throughput Amplicon Sequencing
2402,2013,Resistance gene enrichment sequencing (RenSeq) enables reannotation of the NB-LRR gene family from sequenced plant genomes and rapid mapping of resistance loci in segregating populations
2403,2013,Whole-genome sequencing in bacteriology: state of the art
2404,2013,Guide: a desktop application for analysing gene expression data
2405,2013,Evidence of Coat Color Variation Sheds New Light on Ancient Canids
2406,2013,Forward Genetics by Genome Sequencing Reveals That Rapid Cyanide Release Deters Insect Herbivory of Sorghum bicolor
2407,2013,A study of chemotherapy resistance in acute myeloid leukemia
2408,2013,Ten Simple Rules for Reproducible Computational Research
2409,2013,Hsp70-Hsp40 Chaperone Complex Functions in Controlling Polarized Growth by Repressing Hsf1-Driven Heat Stress-Associated Transcription
2410,2013,Massive Depletion of Bovine Leukemia Virus Proviral Clones Located in Genomic Transcriptionally Active Sites during Primary Infection
2411,2013,Metagenomic Profiling of Antibiotic Resistance Genes and Mobile Genetic Elements in a Tannery Wastewater Treatment Plant
2412,2013,Identification of Mutations in Zebrafish Using Next‐Generation Sequencing
2413,2013,dPeak: High Resolution Identification of Transcription Factor Binding Sites from PET and SET ChIP-Seq Data
2414,2013,Cloud Computing with iPlant Atmosphere
2415,2013,Recommendations for the design and analysis of epigenome-wide association studies
2416,2013,Poly(ADP-ribosyl)ation Regulates Insulator Function and Intrachromosomal Interactions in Drosophila
2417,2013,Enabling transparent and collaborative computational analysis of 12 tumor types within The Cancer Genome Atlas
2418,2013,CpGislandEVO: A Database and Genome Browser for Comparative Evolutionary Genomics of CpG Islands
2419,2013,Characterization and Phylogenetic Analysis of the Mitochondrial Genome of Glarea lozoyensis Indicates High Diversity within the Order Helotiales
2420,2013,Coupled high-throughput functional screening and next generation sequencing for identification of plant polymer decomposing enzymes in metagenomic libraries
2421,2013,Cloud4SNP: Distributed Analysis of SNP Microarray Data on the Cloud
2422,2013,TCGA Toolbox: an Open Web App Framework for Distributing Big Data Analysis Pipelines for Cancer Genomics
2423,2013,Mouse Genetic and Phenotypic Resources as Tools for Human Genetics
2424,2013,Galaxy tools and workflows for sequence analysis with applications in molecular plant pathology
2425,2013,Protein Adaptations in Archaeal Extremophiles
2426,2013,Seamless coarse grained parallelism integration in intensive bioinformatics workflows
2427,2013,"A combination of improved differential and global RNA-seq reveals pervasive transcription initiation and events in all stages of the life-cycle of functional RNAs in Propionibacterium acnes, a major contributor to wide-spread human disease"
2428,2013,A quality control system for profiles obtained by ChIP sequencing
2429,2013,SNiPloid: A Utility to Exploit High-Throughput SNP Data Derived from RNA-Seq in Allopolyploid Species
2430,2013,"gff2sequence, a new user friendly tool for the generation of genomic sequences"
2431,2013,The real informatics challenges of personalized medicine: not just about the number of central processing units.
2432,2013,Differential regulation of lymphopoiesis and leukemogenesis by individual zinc fingers of Ikaros
2433,2013,A Two-Component System Regulates Hemin Acquisition in Porphyromonas gingivalis
2434,2013,The Complete Genome Sequence of Proteus mirabilis Strain BB2000 Reveals Differences from the P. mirabilis Reference Strain
2435,2013,An X-linked cobalamin disorder caused by mutations in transcriptional coregulator HCFC1.
2436,2013,Workflows for Heliophysics
2437,2013,Culture-Independence for Surveillance and Epidemiology
2438,2013,"Mutation Rates, Spectra, and Genome-Wide Distribution of Spontaneous Mutations in Mismatch Repair Deficient Yeast"
2439,2013,Exploring Workflow Interoperability for Neuroimage Analysis on the SHIWA Platform
2440,2013,Managing and Optimizing Bioinformatics Workflows for Data Analysis in Clouds
2441,2013,Genome-Guided Transcriptome Assembly in the Age of Next-Generation Sequencing
2442,2013,Seeing the forest through the trees: A review of integrated environmental modelling tools
2443,2013,Harnessing virtual machines to simplify next-generation DNA sequencing analysis
2444,2013,Detection of non-coding RNA in bacteria and archaea using the DETR'PROK Galaxy pipeline.
2445,2013,Pou5f1 Transcription Factor Controls Zygotic Gene Activation In Vertebrates
2446,2013,Research resource: progesterone receptor targetome underlying mammary gland branching morphogenesis.
2447,2013,Genocms - The Content Management System for Genes and Proteins
2448,2013,Homology-mediated end-capping as a primary step of sister chromatid fusion in the breakage-fusion-bridge cycles
2449,2013,DistMap: A Toolkit for Distributed Short Read Mapping on a Hadoop Cluster
2450,2013,"The perfect neuroimaging-genetics-computation storm: collision of petabytes of data, millions of hardware devices and thousands of software tools"
2451,2013,Plastid Genome Instability Leads to Reactive Oxygen Species Production and Plastid-to-Nucleus Retrograde Signaling in Arabidopsis1[C][W][OPEN]
2452,2013,Leveraging the national cyberinfrastructure for biomedical research
2453,2013,GnpIS: an information system to integrate genetic and genomic data from plants and fungi
2454,2013,Potential role of viruses in white plague coral disease
2455,2013,Streamlined ion torrent PGM-based diagnostics: BRCA1 and BRCA2 genes as a model
2456,2013,Integration of genomic and functional approaches reveals enhancers at LMX1A and LMX1B
2457,2013,miRNA and miRNA target genes in copy number variations occurring in individuals with intellectual disability
2458,2013,"metabolicMine: an integrated genomics, genetics and proteomics data warehouse for common metabolic disease research"
2459,2013,Accelerated evolution after gene duplication: a time-dependent process affecting just one copy.
2460,2013,Genome-wide transcript analysis of early maize leaf development reveals gene cohorts associated with the differentiation of C4 Kranz anatomy.
2461,2013,Web Apollo: a web-based genomic annotation editing platform
2462,2013,Gut Lactobacillales are associated with higher CD4 and less microbial translocation during HIV infection
2463,2013,Confero: an integrated contrast data and gene set platform for computational analysis and biological interpretation of omics data
2464,2013,The characterization of the caleosin gene family in Triticeae and their role in G-protein signalling and Identification and characterization of rye genes silenced in allohexaploid triticale: A bioinformatic study
